Name,Center
"KABONDO EAST","{""lat"":-0.419986,""lon"":34.941795}"
"KABONDO WEST","{""lat"":-0.423385,""lon"":34.862863}"
KOKWANYO/KAKELO,"{""lat"":-0.443326,""lon"":34.800931}"
KOJWACH,"{""lat"":-0.484034,""lon"":34.843821}"
