Name,Center
KAWANGWARE,"{""lat"":-1.280871,""lon"":36.746964}"
KABIRO,"{""lat"":-1.279694,""lon"":36.73853}"
MUTU-INI,"{""lat"":-1.291623,""lon"":36.698621}"
NGANDO,"{""lat"":-1.298297,""lon"":36.744224}"
RIRUTA,"{""lat"":-1.285974,""lon"":36.734677}"
UTHIRU/RUTHIMITU,"{""lat"":-1.268825,""lon"":36.706263}"
WAITHAKA,"{""lat"":-1.284333,""lon"":36.715385}"
