Name,Center
KABUCHAI/CHWELE,"{""lat"":0.712784,""lon"":34.574839}"
"WEST NALONDO","{""lat"":0.636359,""lon"":34.576703}"
BWAKE/LUUYA,"{""lat"":0.6671,""lon"":34.628733}"
MUKUYUNI,"{""lat"":0.765521,""lon"":34.621233}"
