Name,Center
UGENYA,"{""lat"":0.238977,""lon"":34.225533}"
UGUNJA,"{""lat"":0.194415,""lon"":34.334598}"
"ALEGO USONGA","{""lat"":0.064157,""lon"":34.232099}"
GEM,"{""lat"":0.048855,""lon"":34.452667}"
BONDO,"{""lat"":-0.161981,""lon"":34.127597}"
RARIEDA,"{""lat"":-0.251341,""lon"":34.351802}"
