Name,Center
MOYALE,"{""lat"":3.141445,""lon"":38.823207}"
"NORTH HORR","{""lat"":3.380498,""lon"":37.384694}"
SAKU,"{""lat"":2.336309,""lon"":37.94773}"
LAISAMIS,"{""lat"":2.300183,""lon"":37.360602}"
