Name,Center
SOTIK,"{""lat"":-0.755117,""lon"":35.136646}"
CHEPALUNGU,"{""lat"":-0.896278,""lon"":35.252002}"
"BOMET EAST","{""lat"":-0.832325,""lon"":35.418952}"
"BOMET CENTRAL","{""lat"":-0.721573,""lon"":35.314474}"
KONOIN,"{""lat"":-0.54169,""lon"":35.373481}"
