Name,Center
KAKUMA,"{""lat"":3.615874,""lon"":34.91129}"
LOPUR,"{""lat"":3.927273,""lon"":34.997153}"
LETEA,"{""lat"":3.474623,""lon"":34.638464}"
SONGOT,"{""lat"":4.385037,""lon"":34.769233}"
KALOBEYEI,"{""lat"":3.925154,""lon"":34.361368}"
LOKICHOGGIO,"{""lat"":4.275906,""lon"":34.259439}"
NANAAM,"{""lat"":4.549219,""lon"":34.497244}"
