Name,Center
"MARAKWET EAST","{""lat"":1.148781,""lon"":35.576592}"
"MARAKWET WEST","{""lat"":1.019952,""lon"":35.430545}"
"KEIYO NORTH","{""lat"":0.708158,""lon"":35.544158}"
"KEIYO SOUTH","{""lat"":0.357304,""lon"":35.587459}"
