Name,Center
"ISUKHA NORTH","{""lat"":0.352603,""lon"":34.869239}"
MURHANDA,"{""lat"":0.283628,""lon"":34.821831}"
"ISUKHA CENTRAL","{""lat"":0.238191,""lon"":34.851286}"
"ISUKHA SOUTH","{""lat"":0.213067,""lon"":34.781483}"
"ISUKHA EAST","{""lat"":0.282274,""lon"":34.922303}"
"ISUKHA WEST","{""lat"":0.236808,""lon"":34.737189}"
