Name,Center
MAARA,"{""lat"":-0.23359,""lon"":37.631279}"
CHUKA/IGAMBANG'OMBE,"{""lat"":-0.337467,""lon"":37.672188}"
THARAKA,"{""lat"":-0.140954,""lon"":38.030977}"
