Name,Center
"GARISSA TOWNSHIP","{""lat"":-0.246034,""lon"":39.590128}"
BALAMBALA,"{""lat"":0.066578,""lon"":39.200724}"
LAGDERA,"{""lat"":0.493203,""lon"":39.347251}"
DADAAB,"{""lat"":0.065733,""lon"":40.372216}"
FAFI,"{""lat"":-0.745956,""lon"":40.407881}"
IJARA,"{""lat"":-1.519562,""lon"":40.822011}"
