Name,Center
VIHIGA,"{""lat"":0.035199,""lon"":34.692326}"
SABATIA,"{""lat"":0.114872,""lon"":34.755464}"
HAMISI,"{""lat"":0.098125,""lon"":34.821339}"
LUANDA,"{""lat"":0.024001,""lon"":34.600191}"
EMUHAYA,"{""lat"":0.08806,""lon"":34.614694}"
