Name,Center
LELAN,"{""lat"":0,""lon"":0}"
SENGWER,"{""lat"":1.115154,""lon"":35.265752}"
CHERANG'ANY/CHEBORORWA,"{""lat"":0.98357,""lon"":35.386883}"
MOIBEN/KUSERWO,"{""lat"":0.93363,""lon"":35.491772}"
KAPSOWAR,"{""lat"":0.949858,""lon"":35.567082}"
ARROR,"{""lat"":0.943704,""lon"":35.610698}"
