Name,Center
MWEA,"{""lat"":-0.656531,""lon"":37.366302}"
GICHUGU,"{""lat"":-0.398251,""lon"":37.347911}"
NDIA,"{""lat"":-0.544368,""lon"":37.206223}"
"KIRINYAGA CENTRAL","{""lat"":-0.437115,""lon"":37.267994}"
