Name,Center
NTHAWA,"{""lat"":-0.567013,""lon"":37.621356}"
MUMINJI,"{""lat"":-0.609915,""lon"":37.772168}"
EVURORE,"{""lat"":-0.489028,""lon"":37.813683}"
