Name,Center
ITIBO,"{""lat"":-0.536225,""lon"":34.997473}"
BOMWAGAMO,"{""lat"":-0.505098,""lon"":34.949096}"
BOKEIRA,"{""lat"":-0.447629,""lon"":34.988138}"
MAGWAGWA,"{""lat"":-0.46836,""lon"":35.020965}"
EKERENYO,"{""lat"":-0.522737,""lon"":35.026214}"
