Name,Center
SEKERR,"{""lat"":1.714512,""lon"":35.431951}"
MASOOL,"{""lat"":1.60802,""lon"":35.647839}"
LOMUT,"{""lat"":1.385289,""lon"":35.593191}"
WEIWEI,"{""lat"":1.441981,""lon"":35.473827}"
