Name,Center
"GOMBATO BONGWE","{""lat"":-4.283605,""lon"":39.542581}"
UKUNDA,"{""lat"":-4.312094,""lon"":39.553798}"
KINONDO,"{""lat"":-4.377295,""lon"":39.493039}"
RAMISI,"{""lat"":-4.46049,""lon"":39.412863}"
