Name,Center
"MWINGI NORTH","{""lat"":-0.461391,""lon"":38.299293}"
"MWINGI WEST","{""lat"":-0.980454,""lon"":37.96868}"
"MWINGI CENTRAL","{""lat"":-0.922549,""lon"":38.451607}"
"KITUI WEST","{""lat"":-1.23196,""lon"":37.907896}"
"KITUI RURAL","{""lat"":-1.512518,""lon"":37.870447}"
"KITUI CENTRAL","{""lat"":-1.372788,""lon"":38.012552}"
"KITUI EAST","{""lat"":-1.370375,""lon"":38.506011}"
"KITUI SOUTH","{""lat"":-2.165271,""lon"":38.540681}"
