Name,Center
WASO,"{""lat"":1.018025,""lon"":37.724285}"
"WAMBA WEST","{""lat"":0.856229,""lon"":37.192321}"
"WAMBA EAST","{""lat"":1.032381,""lon"":37.416814}"
"WAMBA NORTH","{""lat"":1.349932,""lon"":37.211202}"
