Name,Center
"KANGUNDO NORTH","{""lat"":-1.297257,""lon"":37.382305}"
"KANGUNDO CENTRAL","{""lat"":-1.312287,""lon"":37.346099}"
"KANGUNDO EAST","{""lat"":-1.363581,""lon"":37.380623}"
"KANGUNDO WEST","{""lat"":-1.363055,""lon"":37.32596}"
