Name,Center
"MAJOGE BASI","{""lat"":-0.742793,""lon"":34.699902}"
BOOCHI/TENDERE,"{""lat"":-0.798718,""lon"":34.719482}"
BOSOTI/SENGERA,"{""lat"":-0.84872,""lon"":34.707579}"
