Name,Center
"JOMVU KUU","{""lat"":-3.983107,""lon"":39.595775}"
MIRITINI,"{""lat"":-4.013422,""lon"":39.582446}"
MIKINDANI,"{""lat"":-4.008189,""lon"":39.636294}"
