Name,Center
"IGEMBE SOUTH","{""lat"":0.09489,""lon"":38.142364}"
"IGEMBE CENTRAL","{""lat"":0.30244,""lon"":37.996523}"
"IGEMBE NORTH","{""lat"":0.466679,""lon"":37.98788}"
"TIGANIA WEST","{""lat"":0.189477,""lon"":37.720838}"
"TIGANIA EAST","{""lat"":0.278907,""lon"":37.770745}"
"NORTH IMENTI","{""lat"":0.057105,""lon"":37.716176}"
BUURI,"{""lat"":0.087303,""lon"":37.397816}"
"CENTRAL IMENTI","{""lat"":-0.040134,""lon"":37.682817}"
"SOUTH IMENTI","{""lat"":-0.123592,""lon"":37.608018}"
