Name,Center
"KAJIADO NORTH","{""lat"":-1.379194,""lon"":36.680993}"
"KAJIADO CENTRAL","{""lat"":-2.19544,""lon"":36.817489}"
"KAJIADO EAST","{""lat"":-1.947427,""lon"":37.189395}"
"KAJIADO WEST","{""lat"":-1.727718,""lon"":36.388535}"
"KAJIADO SOUTH","{""lat"":-2.656501,""lon"":37.470133}"
