Name,Center
KILGORIS,"{""lat"":-1.179114,""lon"":34.877529}"
"EMURUA DIKIRR","{""lat"":-0.986714,""lon"":35.080385}"
"NAROK NORTH","{""lat"":-0.815994,""lon"":35.859101}"
"NAROK EAST","{""lat"":-1.129034,""lon"":36.119147}"
"NAROK SOUTH","{""lat"":-1.449976,""lon"":35.792043}"
"NAROK WEST","{""lat"":-1.388095,""lon"":35.3847}"
