Name,Center
"NYAYO HIGHRISE","{""lat"":-1.311026,""lon"":36.803897}"
"LAINI SABA","{""lat"":-1.308741,""lon"":36.792514}"
LINDI,"{""lat"":-1.312531,""lon"":36.791546}"
MAKINA,"{""lat"":-1.306656,""lon"":36.783059}"
"WOODLEY/KENYATTA GOLF COURSE","{""lat"":-1.301346,""lon"":36.788338}"
SARANGOMBE,"{""lat"":-1.309938,""lon"":36.775824}"
