Name,Center
LUGAGA-WAMULUMA,"{""lat"":0.07308,""lon"":34.698763}"
"SOUTH MARAGOLI","{""lat"":0.008604,""lon"":34.691063}"
"CENTRAL MARAGOLI","{""lat"":0.052136,""lon"":34.718998}"
MUNGOMA,"{""lat"":0.029689,""lon"":34.66459}"
