Name,Center
LYADUYWA/IZAVA,"{""lat"":0.10117,""lon"":34.719394}"
"WEST SABATIA","{""lat"":0.134828,""lon"":34.725546}"
CHAVAKALI,"{""lat"":0.117379,""lon"":34.713703}"
"NORTH MARAGOLI","{""lat"":0.098587,""lon"":34.762682}"
WODANGA,"{""lat"":0.109035,""lon"":34.793676}"
BUSALI,"{""lat"":0.145468,""lon"":34.797023}"
