Name,Center
"NAMBALE TOWNSHIP","{""lat"":0.469291,""lon"":34.255324}"
"BUKHAYO NORTH/WALTSI","{""lat"":0.551857,""lon"":34.346402}"
"BUKHAYO EAST","{""lat"":0.489677,""lon"":34.353555}"
"BUKHAYO CENTRAL","{""lat"":0.433939,""lon"":34.301795}"
