Name,Center
ENGINEER,"{""lat"":-0.617693,""lon"":36.549284}"
GATHARA,"{""lat"":-0.619345,""lon"":36.637028}"
"NORTH KINANGOP","{""lat"":-0.517382,""lon"":36.622436}"
MURUNGARU,"{""lat"":-0.53902,""lon"":36.5027}"
"NJABINI\KIBURU","{""lat"":-0.719898,""lon"":36.676635}"
NYAKIO,"{""lat"":-0.772237,""lon"":36.626353}"
GITHABAI,"{""lat"":-0.7263,""lon"":36.575287}"
MAGUMU,"{""lat"":-0.845527,""lon"":36.578706}"
