Name,Center
SOY,"{""lat"":0.814129,""lon"":35.233746}"
TURBO,"{""lat"":0.600939,""lon"":35.138728}"
MOIBEN,"{""lat"":0.71144,""lon"":35.397226}"
AINABKOI,"{""lat"":0.316909,""lon"":35.454233}"
KAPSERET,"{""lat"":0.428531,""lon"":35.243035}"
KESSES,"{""lat"":0.213948,""lon"":35.394459}"
