Name,Center
MISIKHU,"{""lat"":0.699605,""lon"":34.721732}"
SITIKHO,"{""lat"":0.539285,""lon"":34.697659}"
MATULO,"{""lat"":0.623545,""lon"":34.731447}"
BOKOLI,"{""lat"":0.682094,""lon"":34.676594}"
